Geneid	583FL	583HL	583K	595FL	595HL	595K	707FL	707HL	707K	710FL	710HL
DNOV00012484	13719	17325	10693	8774	10496	7199	25609	14993	12776	9741	12078
DNOV00012485	1290	1468	910	787	958	729	2194	1407	1131	960	1091
DNOV00012486	3038	3653	2374	2079	2381	1828	5027	3218	2871	2424	2825
DNOV00012487	46	67	26	20	39	18	50	45	31	28	33
DNOV00012488	3	1	4	2	0	1	3	0	0	4	1
DNOV00012489	455	655	343	247	435	297	558	368	321	209	357
DNOV00012490	1946	2591	1337	1132	1544	953	2855	2074	1473	1146	1530
DNOV00012491	3462	5680	2415	2017	3473	1837	6229	4514	3067	2491	3540
DNOV00012492	1624	1893	1351	1224	1173	943	2908	1484	1456	1128	1134
DNOV00012493	177	198	166	130	95	88	411	167	185	132	125
DNOV00012494	1297	1889	673	823	1455	581	1789	1361	773	768	996
DNOV00012495	90	99	57	82	88	39	153	71	54	52	32
DNOV00012496	52	45	13	46	32	12	60	26	15	13	3
DNOV00012497	0	0	0	0	0	0	0	0	0	0	0
DNOV00012498	2	0	0	1	0	0	4	0	0	2	0
DNOV00012499	3	3	0	0	1	0	0	0	0	1	0
DNOV00012500	158	363	58	122	122	27	275	152	48	97	84
DNOV00012501	0	0	0	0	0	0	1	0	0	0	0
DNOV00012502	174	127	135	119	61	79	205	45	56	116	64
DNOV00012503	44	40	18	28	14	24	47	18	14	32	25
DNOV00012504	5	14	7	12	2	2	9	6	2	9	3
DNOV00018987	6	8	1	11	1	5	12	5	7	4	4
DNOV00019057	87	86	31	32	66	35	66	61	28	24	25
DNOV00005000	0	0	0	0	2	0	0	0	0	0	0
DNOV00005001	5	2	0	0	1	0	2	2	0	2	0
DNOV00005002	215	257	15	47	326	9	171	369	21	47	73
DNOV00005003	795	1065	583	524	699	460	1634	968	767	608	867
DNOV00005004	1006	1361	654	568	823	489	1640	1049	748	550	881
DNOV00005005	1620	2100	834	946	1494	650	2722	1936	1174	933	1383
DNOV00005006	96	6	15	43	11	12	89	30	11	16	14
DNOV00005007	2	0	1	1	0	0	3	1	0	1	1
DNOV00005008	178	131	58	114	136	27	202	264	49	41	94
DNOV00005009	30	44	21	26	29	9	44	40	18	22	23
DNOV00005010	1257	2191	811	782	1344	558	2337	2063	995	826	1357
DNOV00005011	9910	13613	6153	5705	7602	4563	15318	10927	7392	5868	8188
DNOV00005012	164	549	4	61	369	2	80	502	7	5	54
DNOV00005013	0	0	0	0	0	0	0	0	0	0	0
DNOV00005014	760	1252	452	411	818	415	1426	1133	628	597	883
DNOV00005015	0	0	0	0	0	0	0	0	0	0	0
DNOV00005016	150	262	78	95	149	74	254	198	115	102	152
DNOV00005017	1080	1759	604	615	1202	593	1218	1026	556	529	732
DNOV00005018	230	101	601	292	120	407	998	40	98	524	112
DNOV00005019	0	0	0	0	0	0	0	0	0	0	0
DNOV00005020	0	0	0	0	0	0	0	0	0	0	0
DNOV00005021	19	70	14	6	31	8	15	43	12	16	43
DNOV00005022	0	1	0	0	2	0	1	2	0	0	4
DNOV00005023	3	2	0	0	2	1	4	4	0	1	0
DNOV00005024	68	53	43	65	39	63	108	37	21	22	58
DNOV00005025	6	5	6	6	1	2	15	1	7	9	2
DNOV00005026	866	773	644	570	469	563	1701	699	833	620	436
DNOV00005027	1396	1805	1110	858	1001	785	2670	1580	1360	1131	1351
DNOV00005028	3015	2900	2215	2069	1777	1641	4765	2044	2350	1782	1467
DNOV00005029	1	0	3	5	0	1	7	0	3	4	0
DNOV00005030	1	0	2	0	0	1	0	0	0	0	0
DNOV00005031	1713	1017	1069	1154	825	802	1656	702	703	742	335
DNOV00005032	657	442	398	430	320	286	779	328	328	352	146
DNOV00005033	311	365	248	226	250	220	570	346	375	245	325
DNOV00005034	200	118	135	164	86	89	316	120	152	129	100
DNOV00005035	603	953	407	425	588	380	1308	914	606	496	745
DNOV00005036	1594	1981	1155	1080	1370	1047	2864	1612	1436	952	1226
DNOV00005037	2127	2720	1543	1420	1656	1183	3370	1757	1727	1202	1298
DNOV00005038	577	380	371	699	35	190	655	53	340	153	17
DNOV00005039	110	45	107	93	37	52	133	57	73	59	31
DNOV00005040	4	1	0	0	0	0	1	0	1	1	1
DNOV00005041	0	0	0	0	2	0	1	0	0	1	1
DNOV00005042	344	487	221	225	342	202	447	368	257	140	250
DNOV00005043	691	1052	456	346	633	321	1102	983	626	236	453
DNOV00005044	0	0	0	3	0	0	0	0	0	0	0
DNOV00005045	0	4	0	0	1	0	0	0	1	0	0
DNOV00005046	990	1051	1213	670	836	947	1681	1055	1328	803	730
DNOV00005047	0	0	0	0	0	0	0	0	0	0	0
DNOV00005048	325	320	238	164	178	138	389	199	193	142	165
DNOV00005049	493	714	438	310	470	369	1003	692	637	363	546
DNOV00005050	1159	1523	755	814	1104	693	2288	1523	1104	866	1173
DNOV00005051	475	620	338	308	487	311	671	492	362	242	371
DNOV00005052	0	0	0	0	0	0	0	0	0	0	0
DNOV00005053	672	712	453	493	485	435	1175	708	629	600	600
DNOV00005054	23	44	15	10	16	15	30	19	10	14	8
DNOV00005055	23	23	15	20	29	27	18	31	17	16	24
DNOV00005056	429	664	322	299	472	329	827	587	490	324	568
DNOV00005057	236	270	168	154	185	142	291	154	172	115	187
DNOV00005058	44	65	42	24	43	21	78	64	43	29	51
DNOV00005059	324	410	256	211	270	193	484	345	256	196	234
DNOV00005060	2196	3080	1447	1316	2099	1305	3591	2553	1919	1437	2223
DNOV00005061	357	149	266	288	139	229	698	249	427	328	309
DNOV00005062	811	759	481	395	501	353	919	553	470	334	350
DNOV00005063	330	348	180	134	186	159	542	293	169	143	185
DNOV00005064	3023	3560	2151	1762	2242	1577	5610	3528	2808	1931	2548
DNOV00005065	556	829	486	370	600	373	1046	831	657	486	701
DNOV00005066	1501	1191	1164	735	770	752	2196	999	1174	643	756
DNOV00005067	143	195	86	87	126	81	240	172	123	82	95
DNOV00005068	324	391	250	187	237	229	527	328	286	215	289
DNOV00005069	126	163	124	93	101	74	180	106	80	62	87
DNOV00005070	0	0	0	0	0	0	0	1	0	0	0
DNOV00005071	48	9	46	23	22	48	94	54	64	28	52
DNOV00005072	1610	2038	1332	1075	1332	968	2855	1634	1502	1288	1496
DNOV00005073	575	877	369	451	655	336	838	601	425	404	600
DNOV00005074	670	798	447	387	567	338	1127	770	585	449	603
DNOV00005075	640	344	444	511	381	349	748	276	388	354	307
DNOV00005076	572	435	454	416	294	325	967	457	460	399	419
DNOV00005077	1251	1527	859	718	964	668	2318	1473	1147	996	1226
DNOV00005078	58	77	51	25	37	25	86	41	39	28	28
DNOV00005079	966	298	708	826	215	628	2045	545	1019	375	543
DNOV00005080	11098	13246	8351	7976	8644	6607	19223	10636	9437	7452	9220
DNOV00005081	15	11	16	13	10	4	26	7	15	13	10
DNOV00005082	1074	1147	892	703	749	568	1380	727	701	599	658
DNOV00005083	571	1082	325	443	875	382	1350	1170	665	535	782
DNOV00005084	0	5	0	4	2	1	2	9	1	1	1
DNOV00005085	14	3	14	2	0	4	9	3	3	1	3
DNOV00005086	12	11	11	9	0	2	8	2	7	3	5
DNOV00005087	0	0	0	0	0	0	0	0	0	0	0
DNOV00005088	88	40	129	38	12	102	89	28	134	9	22
DNOV00005089	417	446	239	206	285	190	661	427	323	267	363
DNOV00014718	315	311	135	223	241	150	303	187	137	115	136
DNOV00014719	13	20	14	11	12	13	30	28	15	18	15
DNOV00014720	15	7	15	7	5	12	13	4	7	5	0
DNOV00014721	6	4	6	4	2	3	15	3	7	4	4
DNOV00014722	210	114	152	149	98	124	340	130	168	142	160
DNOV00014723	142	78	86	55	56	69	169	77	86	80	77
DNOV00014724	165	159	144	86	117	86	252	155	136	88	81
DNOV00014725	1	6	1	0	4	0	3	1	2	2	3
DNOV00014726	2	2	0	0	2	0	3	1	1	4	0
DNOV00014727	80	156	62	44	121	39	126	209	65	44	39
DNOV00014728	6	21	8	11	10	8	21	26	4	6	12
DNOV00014729	684	942	515	446	532	380	1303	725	586	466	587
DNOV00014730	223	331	165	106	210	123	515	368	268	204	282
DNOV00014731	2956	3281	2160	1871	2148	1679	4159	2468	2085	1640	2151
DNOV00014732	1826	2139	1230	1101	1215	896	3468	1828	1576	1345	1521
DNOV00014733	3568	4196	2670	2171	2562	1971	6134	3604	3045	2288	2851
DNOV00014734	466	540	342	309	329	208	674	375	340	262	334
DNOV00014735	0	0	0	0	0	0	0	0	1	0	0
DNOV00014736	0	3	5	0	3	1	1	4	1	0	1
DNOV00014737	5	3	3	0	2	0	4	4	2	2	3
DNOV00018807	18	15	21	12	10	17	32	14	19	7	12
DNOV00014509	197	261	147	122	129	93	290	153	124	98	75
DNOV00014510	2	3	0	5	3	2	1	0	0	2	0
DNOV00014511	1056	1934	580	362	709	308	1450	512	504	374	463
DNOV00014512	482	698	297	292	417	235	778	508	412	299	450
DNOV00014513	1287	1855	887	763	1143	749	2089	1217	1124	751	1147
DNOV00014514	123	274	140	88	245	161	156	264	205	97	288
DNOV00014515	884	1002	582	663	681	528	1091	759	677	467	693
DNOV00014516	0	0	1	0	0	1	2	0	0	1	0
DNOV00014517	873	1641	459	398	895	376	958	854	548	315	501
DNOV00014518	52	90	33	30	54	22	107	90	50	39	66
DNOV00014519	2702	3720	1731	1633	2532	1436	4683	3365	2430	1969	2604
DNOV00014520	1822	2291	1176	916	1330	917	2785	1815	1481	980	1211
DNOV00014521	52	64	46	31	39	22	66	54	32	29	22
DNOV00014522	27	22	17	10	15	6	21	11	14	11	8
DNOV00014523	248	571	254	201	434	307	283	230	165	141	202
DNOV00014524	0	4	2	0	1	0	3	1	0	2	2
DNOV00014525	18	11	10	13	15	19	40	28	19	32	40
DNOV00014526	10	20	13	10	11	3	35	11	23	24	14
DNOV00018787	664	1176	524	419	381	207	823	596	404	397	452
DNOV00019035	0	0	0	0	0	0	0	0	0	0	0
DNOV00019081	1	4	0	2	0	0	0	1	0	0	0
DNOV00019089	0	0	0	0	0	0	0	0	0	0	0
DNOV00012766	1199	1453	752	704	938	599	1883	1083	933	635	819
DNOV00012767	3641	4212	2498	2145	2494	1792	6393	3936	3239	2740	3426
DNOV00012768	43	170	35	41	56	16	57	112	30	22	61
DNOV00012769	4	6	5	6	2	5	7	10	3	5	1
DNOV00012770	1810	1989	1410	1114	1386	1189	2791	1585	1532	1244	1625
DNOV00012771	317	252	279	235	213	203	330	175	168	175	196
DNOV00012772	1148	1339	819	754	976	662	1766	1073	931	663	887
DNOV00012773	405	836	381	226	447	245	712	723	262	295	495
DNOV00012774	8116	11869	5369	4850	7324	4327	13676	9863	7030	6237	8278
DNOV00012775	2686	4788	1660	1651	2832	1309	4596	3645	2205	2012	3038
DNOV00012776	0	1	0	4	0	0	0	0	0	0	0
DNOV00012777	525	219	477	345	150	238	774	231	442	451	277
DNOV00012778	4030	3961	2982	2570	2366	2194	5621	2810	2765	2121	2160
DNOV00012779	21	7	16	3	5	7	21	6	13	7	6
DNOV00012780	0	1	0	2	0	4	4	1	2	2	1
DNOV00012781	1477	1658	1127	833	956	883	2305	1237	1145	896	1064
DNOV00012782	967	1227	653	563	807	507	1266	842	649	528	698
DNOV00012783	1027	281	1021	1048	286	831	1794	461	971	475	338
DNOV00012784	303	360	176	201	221	237	424	267	280	144	153
DNOV00012785	597	397	385	359	314	293	908	472	445	397	387
DNOV00012786	0	1	0	0	0	0	2	0	1	0	0
DNOV00012787	4	0	1	0	0	3	2	2	1	0	0
DNOV00012788	1052	915	567	650	723	511	1441	841	780	592	692
DNOV00012789	1212	1444	789	692	895	560	2040	1240	1042	732	961
DNOV00012790	108	68	68	67	43	50	104	40	35	48	53
DNOV00012791	46	21	49	28	16	32	42	14	28	20	17
DNOV00012792	355	218	289	394	163	246	545	211	249	225	194
DNOV00012793	0	0	0	0	0	0	0	0	0	0	0
DNOV00018980	916	1443	805	896	539	243	1184	862	555	493	617
DNOV00019010	0	0	0	0	0	0	0	0	0	0	0
DNOV00011523	434	486	226	293	385	220	454	376	245	204	270
DNOV00011524	1059	2633	441	542	1099	392	888	1114	422	420	588
DNOV00011525	6303	9987	4028	2877	5198	2652	11006	7764	5306	3968	5671
DNOV00011526	5	9	3	4	5	7	12	6	4	8	6
DNOV00011527	279	494	194	192	299	168	579	395	303	245	327
DNOV00011528	1426	1798	1023	874	1118	776	1905	1474	1085	730	1116
DNOV00011529	4834	7190	3721	2814	4625	2832	9713	6077	4984	3705	4645
DNOV00011530	517	597	374	294	334	250	842	583	453	334	533
DNOV00011531	165	185	112	113	111	73	290	163	153	85	185
DNOV00011532	4	0	3	2	1	2	5	1	8	0	3
DNOV00011533	0	0	0	0	0	0	0	0	0	0	0
DNOV00011534	2398	2694	1733	1666	2051	1729	5718	3535	3082	2171	2665
DNOV00011535	228	241	155	223	174	179	431	233	236	166	227
DNOV00011536	722	871	469	489	598	388	1417	777	727	523	606
DNOV00011537	0	0	0	0	0	0	0	0	0	0	0
DNOV00011538	0	0	0	0	0	0	0	0	0	0	2
DNOV00011539	1781	2350	1487	1192	1826	1338	3165	2064	2129	1525	1954
DNOV00011540	4211	4248	3466	2800	2941	2874	7573	4091	4286	3248	3433
DNOV00011541	463	645	281	253	392	193	495	401	236	187	260
DNOV00011542	167	169	67	71	104	70	106	65	65	37	55
DNOV00011543	4	0	0	14	18	15	0	1	0	2	4
DNOV00011544	52	45	71	19	51	26	63	78	61	11	103
DNOV00011545	0	3	3	0	1	0	5	4	1	0	7
DNOV00011546	1670	2321	1564	943	1719	1142	2947	2492	2017	995	2057
DNOV00011547	3199	4192	2285	1861	2501	1603	5059	3488	2546	1992	2738
DNOV00011548	1	0	0	0	0	0	0	0	0	0	0
DNOV00011549	2435	3769	1567	1408	2433	1291	4585	3136	2291	1926	2857
DNOV00011550	1127	1425	757	555	830	560	1855	1231	891	680	977
DNOV00011551	5	4	0	12	14	10	12	8	7	7	12
DNOV00011552	683	1126	418	429	665	322	1335	895	643	552	777
DNOV00011553	1712	2766	1129	1100	2001	1107	3275	2359	1633	1406	2173
DNOV00011554	15	13	14	10	10	5	10	7	12	3	9
DNOV00011555	2021	1471	1521	1199	1061	797	2441	1302	843	960	2055
DNOV00011556	0	0	0	3	0	0	1	1	1	0	1
DNOV00011557	14	21	7	8	6	2	9	13	7	6	2
DNOV00018812	763	1382	533	552	655	333	1069	792	529	450	581
DNOV00006969	753	869	571	391	489	362	1293	801	611	525	635
DNOV00006970	3710	5349	2510	2171	3102	1638	6276	4654	3044	2575	3632
DNOV00006971	881	946	688	566	608	430	1576	895	790	656	744
DNOV00006972	3	2	0	1	1	0	18	3	1	4	0
DNOV00006973	2385	2619	1681	1359	1860	1399	5051	2796	2274	1822	1907
DNOV00006974	1606	1526	1209	1015	1158	949	2702	1617	1415	1208	1251
DNOV00006975	54	62	38	26	31	13	64	36	11	28	22
DNOV00006976	7	8	10	5	9	1	8	11	1	0	1
DNOV00006977	147	91	115	139	99	94	208	89	83	116	104
DNOV00006978	3849	4866	2708	2330	2985	2172	6031	3763	3179	2417	3165
DNOV00006979	3256	3985	2266	2079	2764	1936	4854	3106	2515	1811	2300
DNOV00006980	1402	1816	1108	826	1072	659	2001	1327	1058	864	955
DNOV00006981	4250	5634	2866	2651	3512	2569	6621	3989	3129	2479	3306
DNOV00006982	4	2	1	0	0	1	2	1	0	0	3
DNOV00006983	1124	1420	971	607	956	695	1361	1225	929	456	1089
DNOV00006984	1694	2501	1080	882	1558	853	2781	1978	1330	989	1582
DNOV00006985	5	3	3	2	3	3	4	1	0	0	1
DNOV00006986	2461	3412	1711	1321	1946	1248	3642	2527	1929	1629	2032
DNOV00006987	1036	1315	649	660	871	482	1670	1115	909	600	811
DNOV00006988	84	90	45	42	61	43	148	99	71	56	109
DNOV00006989	6351	6835	4251	3937	4107	3213	9460	5837	4917	3732	4009
DNOV00006990	2419	3137	1714	1506	2212	1439	4020	2596	2137	1509	1936
DNOV00006991	970	819	659	821	658	687	1907	768	988	851	854
DNOV00006992	2	1	0	0	0	0	1	0	0	0	0
DNOV00006993	622	708	390	346	454	308	913	603	451	335	523
DNOV00006994	2	4	0	0	2	3	3	0	2	0	1
DNOV00006995	129	126	112	91	90	71	132	111	112	63	152
DNOV00006996	2446	3298	1847	1479	2200	1474	3710	2738	2041	1506	2157
DNOV00006997	294	320	176	143	159	138	366	248	188	94	135
DNOV00006998	1297	1971	794	774	1235	632	1928	1390	932	729	1023
DNOV00006999	4415	802	2944	3343	887	1527	4671	1671	2285	1920	1394
DNOV00007000	4	1	6	3	1	1	7	0	7	2	2
DNOV00007001	429	547	379	337	307	209	614	395	373	252	294
DNOV00007002	1686	1983	1236	1093	1383	1035	2804	2090	1590	1286	1801
DNOV00007003	26	31	42	37	29	23	72	45	57	20	30
DNOV00007004	2	1	1	1	1	0	7	2	2	1	0
DNOV00007005	1067	1459	757	585	843	550	1549	1152	806	527	750
DNOV00007006	1814	1269	1406	1351	922	1018	3209	1460	1755	1494	1246
DNOV00007007	3	2	2	4	0	2	3	0	2	1	0
DNOV00007008	9413	13115	6858	6367	8430	5699	16757	11595	8568	7196	9334
DNOV00007009	680	732	515	390	452	437	1370	772	672	458	531
DNOV00007010	88	79	60	54	62	59	205	102	71	65	60
DNOV00007011	42	27	38	9	20	16	56	43	42	8	11
DNOV00007012	590	560	668	357	392	446	751	472	499	199	268
DNOV00007013	1	1	0	0	0	2	3	1	3	1	1
DNOV00007014	2	1	1	0	2	0	2	2	0	0	0
DNOV00018739	27	48	26	29	24	19	42	26	21	15	19
DNOV00018866	2	5	6	8	1	1	3	1	1	4	3
DNOV00018811	34	65	16	26	38	27	80	42	34	10	5
DNOV00018798	759	1282	580	644	728	439	1793	1287	896	733	914
DNOV00016881	178	36	117	91	65	113	186	75	140	90	47
DNOV00016882	179	55	146	127	74	137	207	96	149	87	44
DNOV00016883	953	304	788	619	400	712	870	314	609	353	198
DNOV00016884	846	1123	676	527	835	576	1011	678	574	485	599
DNOV00016885	843	961	667	567	783	479	1423	986	837	491	712
DNOV00016886	521	592	387	308	399	285	1009	616	468	329	431
DNOV00016887	0	0	0	1	0	0	0	0	0	0	0
DNOV00016888	742	765	615	446	431	433	1429	732	687	470	531
DNOV00016889	758	839	587	462	511	351	1108	686	539	426	566
DNOV00016890	3597	3491	2236	2442	2421	1997	4969	2469	2395	2345	1866
DNOV00018990	0	2	1	2	1	0	2	0	0	0	0
DNOV00019100	0	0	0	0	0	0	0	0	0	0	0
DNOV00012443	21	59	16	11	36	9	65	37	32	9	21
DNOV00012444	0	0	0	0	0	0	0	0	0	0	0
DNOV00012445	358	437	277	204	285	208	636	428	334	216	324
DNOV00012446	191	227	138	133	162	129	191	90	93	81	108
DNOV00012447	755	963	614	450	543	391	940	519	486	343	441
DNOV00012448	44	47	34	31	22	17	36	28	18	8	11
DNOV00012449	69	69	42	29	42	21	51	46	16	12	13
DNOV00012450	1	3	0	0	0	0	1	0	0	0	0
DNOV00012451	0	2	0	0	0	0	0	0	0	0	0
DNOV00012452	45	56	35	20	39	42	21	16	18	17	9
DNOV00012453	599	698	450	314	430	293	1197	697	613	468	624
DNOV00012454	581	716	420	330	385	327	1027	567	508	365	470
DNOV00012455	2186	1524	1085	1176	1328	1142	2853	1179	1486	1100	1018
DNOV00012456	2	0	0	0	0	1	0	0	0	0	0
DNOV00012457	550	651	197	270	339	226	677	412	294	290	340
DNOV00012458	35	63	34	42	32	18	62	43	37	24	32
DNOV00012459	1485	1958	914	872	1322	789	2192	1463	1064	791	1051
DNOV00012460	5619	6949	3865	3462	4314	3171	9525	5440	4896	4228	5328
DNOV00012461	998	1362	645	542	899	528	1643	1057	818	600	976
DNOV00012462	3929	5431	2167	2468	3959	2136	6671	4635	3294	2377	3523
DNOV00012463	73	67	51	35	53	33	157	77	91	35	57
DNOV00012464	535	547	284	356	385	282	1103	667	511	401	503
DNOV00012465	2	0	3	0	3	2	6	4	1	4	1
DNOV00012466	9	10	1	5	3	2	13	6	5	1	7
DNOV00012467	231	196	104	112	146	114	337	166	193	98	149
DNOV00012468	1196	1882	852	652	1105	616	2452	1657	1150	997	1522
DNOV00012469	212	46	158	138	25	181	264	41	169	54	33
DNOV00014037	0	0	0	0	0	0	0	0	0	0	0
DNOV00014038	1	4	0	3	7	1	4	1	0	1	1
DNOV00014039	193	220	120	99	142	93	185	168	70	76	75
DNOV00014040	894	1238	509	565	858	455	1443	1006	647	485	707
DNOV00014041	205	167	150	137	114	93	296	136	116	111	97
DNOV00014042	2330	2530	1571	1423	1570	1048	2761	1764	1159	1292	1595
DNOV00014043	559	336	235	287	178	188	748	257	209	191	107
DNOV00014044	370	264	162	198	156	146	499	143	158	124	62
DNOV00014045	792	997	531	514	668	531	1724	1081	824	405	480
DNOV00014046	594	245	593	467	271	528	1142	610	736	411	484
DNOV00014047	535	449	439	283	311	306	872	483	491	228	208
DNOV00014048	34	29	20	28	22	22	41	24	19	13	23
DNOV00014049	1048	1158	652	746	813	700	1857	1048	1058	615	641
DNOV00014050	141	222	78	88	108	45	265	124	79	77	64
DNOV00014051	72	129	42	55	66	60	156	101	91	54	59
DNOV00014052	331	442	197	190	244	167	719	466	373	249	274
DNOV00014053	65	99	45	45	37	30	109	51	49	38	35
DNOV00014054	1729	1843	1273	1080	1266	978	4224	2219	2189	1065	1418
DNOV00018922	0	0	0	0	0	0	1	0	0	0	0
DNOV00017703	1235	869	459	556	674	252	1555	716	401	385	678
DNOV00017704	0	0	0	0	0	0	0	0	0	0	0
DNOV00017705	3	0	2	8	0	2	6	1	1	5	3
DNOV00017706	0	0	0	1	0	1	0	0	0	0	0
DNOV00017707	496	362	460	202	170	196	516	242	258	156	141
DNOV00018784	15	29	6	21	22	9	19	13	4	8	10
DNOV00015357	856	1265	622	571	817	437	1276	1086	769	526	882
DNOV00015358	0	0	0	0	0	0	1	0	1	0	0
DNOV00015359	1135	1230	753	615	828	609	1740	1080	927	671	961
DNOV00015360	0	1	0	0	0	0	0	0	0	0	0
DNOV00015361	0	0	0	0	0	0	0	0	0	0	0
DNOV00015362	2	4	0	0	0	0	2	1	0	0	1
DNOV00015363	1378	862	1087	910	662	663	1933	1041	1117	597	818
DNOV00015364	17	12	14	8	9	6	27	17	24	8	14
DNOV00015365	14	12	16	8	12	10	36	22	16	10	12
DNOV00015366	5	17	20	11	11	13	23	14	20	6	10
DNOV00015367	113	86	96	70	65	95	223	114	162	68	73
DNOV00015368	51	57	17	30	15	20	35	20	28	12	19
DNOV00015369	630	1005	389	390	549	341	1051	766	507	465	546
DNOV00015370	14	1	6	2	9	9	14	5	11	11	7
DNOV00015371	1754	1233	1637	1033	1266	1125	3496	2159	2547	1399	1823
DNOV00015372	18	21	9	8	8	7	12	8	5	3	5
DNOV00015373	352	351	205	196	243	149	411	302	207	149	142
DNOV00015374	3	0	5	4	0	0	1	0	4	1	1
DNOV00015375	6	3	4	12	6	1	9	2	3	1	1
DNOV00015376	1212	1188	804	680	779	597	1866	1040	1005	693	851
DNOV00015377	15	14	5	10	11	15	20	5	6	6	4
DNOV00018867	196	306	139	198	165	97	379	343	217	181	217
DNOV00004048	407	539	267	207	333	241	640	525	374	235	492
DNOV00004049	0	0	0	0	0	0	0	0	0	0	0
DNOV00004050	0	0	0	0	0	0	0	0	0	0	0
DNOV00004051	0	0	0	0	0	0	0	0	0	0	0
DNOV00004052	378	465	301	260	293	235	879	605	429	320	401
DNOV00004053	1950	2496	1326	1165	1636	995	2627	1545	1280	1056	1347
DNOV00004054	3064	4916	2320	1718	2882	1598	6278	4697	3291	2422	3715
DNOV00004055	597	847	521	477	598	356	926	635	464	354	493
DNOV00004056	1120	1434	764	766	909	717	1476	942	784	431	711
DNOV00004057	180	116	230	172	156	150	357	465	349	123	416
DNOV00004058	3681	5513	2360	2194	3429	2019	5540	3919	2737	2171	3124
DNOV00004059	100	92	78	46	69	46	204	90	75	40	55
DNOV00004060	2244	3427	1617	1568	2162	1311	2697	1657	1312	1038	1397
DNOV00004061	232	260	146	126	196	107	271	191	151	116	144
DNOV00004062	7326	12481	4628	4392	8161	3825	14150	11326	6991	6518	9987
DNOV00004063	0	0	0	0	0	0	0	0	0	0	0
DNOV00004064	0	0	0	2	1	0	2	1	0	0	0
DNOV00004065	20	13	15	6	0	16	29	5	23	7	5
DNOV00004066	725	483	508	591	456	511	1478	470	742	586	637
DNOV00004067	6	5	2	3	0	3	7	2	1	0	1
DNOV00004068	1576	2060	997	830	1350	758	2410	1695	1302	1010	1367
DNOV00004069	0	2	0	3	0	0	10	1	1	2	3
DNOV00004070	308	490	134	172	257	114	330	328	130	119	228
DNOV00004071	17	16	11	7	12	8	40	13	11	15	12
DNOV00004072	0	6	5	0	11	0	1	3	0	2	1
DNOV00004073	215	351	80	52	216	37	133	231	34	44	50
DNOV00004074	2137	2802	1456	1491	1813	1420	4172	2592	2030	1502	1764
DNOV00004075	1	0	0	0	0	0	0	0	0	0	0
DNOV00004076	1141	1495	969	798	993	768	2201	1241	1093	964	1171
DNOV00004077	1392	1419	952	877	936	775	1707	963	930	645	819
DNOV00004078	1063	1374	733	552	808	525	1789	1027	944	639	796
DNOV00004079	10	33	7	10	38	5	46	63	13	14	47
DNOV00004080	1	0	0	0	0	0	1	0	1	0	0
DNOV00004081	770	509	492	426	336	245	1211	541	364	371	241
DNOV00004082	17	14	8	8	11	5	27	17	4	9	11
DNOV00004083	10	10	4	9	4	1	4	1	2	6	4
DNOV00004084	452	444	278	259	303	243	785	383	389	307	409
DNOV00004085	204	186	128	84	101	104	269	107	141	97	115
DNOV00004086	24	14	43	3	8	2	24	13	15	4	10
DNOV00004087	1275	1546	886	708	1007	727	2414	1412	1208	861	1251
DNOV00004088	238	173	138	100	112	76	537	148	115	80	139
DNOV00004089	12830	18910	9172	7392	11502	7169	22750	15113	11686	9012	12413
DNOV00004090	47	59	40	25	20	26	24	29	25	13	12
DNOV00004091	168	188	95	131	138	115	459	287	262	177	229
DNOV00004092	2107	3162	1714	1230	2193	1251	4035	2673	2319	1201	1487
DNOV00004093	578	771	428	312	451	322	848	607	487	336	456
DNOV00004094	48	71	39	25	49	21	84	42	34	22	44
DNOV00004095	736	361	429	300	388	350	1214	679	706	291	483
DNOV00004096	1183	1547	711	706	951	649	2208	1367	1176	680	988
DNOV00004097	8	5	1	0	3	4	10	3	5	2	2
DNOV00004098	7	3	5	3	1	0	6	0	5	2	1
DNOV00004099	4	6	3	2	2	5	9	2	3	3	2
DNOV00004100	14	5	3	9	9	1	18	6	7	7	4
DNOV00004101	1230	1185	561	449	763	369	1281	690	546	333	451
DNOV00004102	44	32	40	21	31	18	65	37	37	25	41
DNOV00004103	1564	1176	1271	1287	1116	1310	2055	862	1134	804	943
DNOV00004104	1862	1817	1387	1220	1307	1003	3075	1634	1583	1332	1473
DNOV00004105	0	0	0	0	0	0	0	0	0	1	0
DNOV00004106	19557	23572	15222	12677	14978	10404	26449	16902	13610	10132	13455
DNOV00004107	108	142	46	45	97	35	148	115	58	45	69
DNOV00004108	7	8	5	4	9	4	13	6	6	2	4
DNOV00004109	1	2	9	2	0	6	9	2	12	0	0
DNOV00004110	43	9	31	9	19	7	132	4	28	2	6
DNOV00004111	562	299	568	404	275	549	932	380	662	391	376
DNOV00004112	0	0	0	0	0	0	0	0	0	0	0
DNOV00004113	459	209	385	391	228	458	992	351	598	519	426
DNOV00004114	98	3	12	19	5	8	45	2	3	8	0
